avg_degree,avg_betweenness_centrality,diameter,girth,num_nodes,num_edges,k0_nullity,k0_low_lying_density,k0_trace,k0_spectral_moment_2,k0_quasi_wiener_index,k0_spanning_tree_number,k1_nullity,k1_low_lying_density,k1_trace,k1_spectral_moment_2,k1_quasi_wiener_index,k1_spanning_tree_number,k2_nullity,k2_low_lying_density,k2_trace,k2_spectral_moment_2,k2_quasi_wiener_index,k2_spanning_tree_number,graph_type,p,instance,epsilon
11.3,0.019601889338731443,3.0,3.0,40,226,1,1,452.00000000000006,5880.000000000002,157.46233037564156,89.1085174607345,0,41,1157.0,10528.999999999996,1367532.0324012556,213.3732501933579,39,86,705.0,4137.0,75261.2252067283,133.16364767203208,weighted_filtration,,2.0,1.0
1.2,0.003205128205128205,5.0,3.0,40,24,17,22,48.0,142.0,558.9714285714284,6.8511849274937475,0,7,51.0,150.99999999999997,590.5952380952378,7.908975221641597,0,0,3.0,9.0,0.6666666666666666,0.4054651081081645,weighted_filtration,,3.0,0.1
2.55,0.0791497975708502,11.0,3.0,40,51,2,11,102.0,414.0,1588.2957135610443,18.916451566756056,11,20,107.99999999999999,448.0,1843.524346070683,19.73351391712316,0,0,6.0,18.0,2.0,1.0986122886681098,weighted_filtration,,3.0,0.2
3.95,0.04662618083670715,5.0,3.0,40,79,1,5,158.0,892.0000000000001,667.5421631135184,41.42705060826527,27,33,196.99999999999997,1069.0000000000002,1270.0198607667503,52.53328318085423,0,0,39.0,129.0,67.48717948717947,10.96413091566639,weighted_filtration,,3.0,0.30000000000000004
4.85,0.03869770580296896,5.0,3.0,40,97,1,2,194.00000000000003,1248.0000000000005,476.32349102965344,51.68494257925861,34,38,266.0,1569.9999999999995,1749.5893294444686,71.8075399539629,0,1,71.99999999999999,257.9999999999999,256.158424908425,20.514457343563578,weighted_filtration,,3.0,0.4
6.05,0.03174763832658569,4.0,3.0,40,121,1,1,242.0,1829.9999999999995,336.51001028485763,62.40277632993256,45,51,353.00000000000006,2343.0000000000005,2413.8008064160986,92.74233199626958,0,2,111.0,417.0,642.6691640699651,31.66446239973023,weighted_filtration,,3.0,0.5
7.45,0.02648448043184885,3.0,3.0,40,149,1,1,298.0,2718.0,253.25058425425024,71.59333491466558,45,53,511.0000000000001,3789.0000000000005,4987.287072386485,129.48645897443097,6,12,213.0,927.0000000000001,2121.1792316067003,59.79980865500783,weighted_filtration,,3.0,0.6
8.5,0.023886639676113357,3.0,3.0,40,170,1,1,340.00000000000006,3520.0000000000005,219.68975242427962,76.90975903612086,33,52,670.0,5354.000000000001,26110.589663744704,150.70721769918563,12,29,330.00000000000006,1610.0000000000007,8449.807559408095,80.88157478553886,weighted_filtration,,3.0,0.7000000000000001
9.55,0.02162618083670715,3.0,3.0,40,191,1,1,382.0000000000001,4370.000000000002,190.29004118859325,81.91223336141593,17,49,853.0000000000002,7181.000000000002,131259.7718187576,168.28554022303888,22,51,471.00000000000006,2555.000000000001,22367.38370671248,102.75696174185524,weighted_filtration,,3.0,0.8
10.55,0.019939271255060724,3.0,3.0,40,211,1,1,421.9999999999999,5213.999999999999,167.10964916812807,86.35599582492654,4,45,1034.0,9088.0,3335719.211795575,181.3597981375531,36,74,612.0,3522.000000000001,44837.73049905133,128.9540849635109,weighted_filtration,,3.0,0.9
11.5,0.01875843454790823,3.0,3.0,40,230,1,1,460.0,6184.0,151.42502684485666,89.90073955586492,0,38,1261.0,11900.999999999998,66687.12873051468,265.80137006001667,66,111,800.9999999999999,5156.999999999998,58009.33272705102,166.62003612178142,weighted_filtration,,3.0,1.0
1.2,0.008299595141700405,9.0,3.0,40,24,18,23,48.00000000000001,146.00000000000006,623.1904761904744,7.3637481711582815,0,4,53.99999999999999,163.99999999999994,694.0476190476179,9.477591139555441,0,0,6.0,18.0,2.0,1.0986122886681098,weighted_filtration,,4.0,0.1
2.15,0.08363697705802968,12.0,3.0,40,43,4,15,86.0,320.00000000000006,2251.345322334865,10.79856016929724,3,14,97.99999999999996,371.9999999999998,2810.696176612308,13.442832849387393,0,0,12.0,36.0,6.666666666666667,2.7850112422383386,weighted_filtration,,4.0,0.2
3.55,0.04328609986504723,6.0,3.0,40,71,3,8,142.0,777.9999999999998,743.1489780495156,35.56344391510899,25,30,169.0,877.0000000000002,1097.5407423939719,44.33010952510015,0,0,27.0,83.0,30.833333333333336,7.467142469362558,weighted_filtration,,4.0,0.30000000000000004
4.45,0.038056680161943315,5.0,3.0,40,89,2,4,178.0,1092.0,501.9665118619615,47.46330495358745,39,42,214.00000000000003,1222.0000000000002,906.2853048862443,59.2576544710767,0,0,36.0,114.0,55.25,10.26504899958663,weighted_filtration,,4.0,0.4
5.5,0.03410931174089069,5.0,3.0,40,110,1,1,219.99999999999994,1585.999999999999,392.02399189158234,57.57428606754561,50,52,283.0,1854.999999999999,1273.186061091311,76.020429499829,0,2,63.0,220.99999999999994,194.01380783793647,17.831776478494604,weighted_filtration,,4.0,0.5
6.35,0.03022941970310391,4.0,3.0,40,127,1,1,254.00000000000006,2064.000000000001,329.84838058690815,63.727672632213306,50,56,368.0,2603.9999999999995,2718.6233473614975,93.76637462486879,0,4,113.99999999999999,428.00000000000006,748.8031680461874,31.74445029776437,weighted_filtration,,4.0,0.6
7.85,0.025134952766531715,3.0,3.0,40,157,1,1,314.0,3010.0,242.82894166090094,73.50556931234608,45,58,542.0,4080.0,13723.912859430373,130.13023055591515,3,14,228.0,990.0000000000005,3680.23418073455,58.71612710163291,weighted_filtration,,4.0,0.7000000000000001
9.0,0.02273954116059379,3.0,3.0,40,180,1,1,360.0,3868.0,205.85803642291773,79.382051048593,32,58,729.0,6032.999999999998,32882.42657649504,156.38203125597406,14,36,369.0,1877.0000000000002,10350.814635282075,87.40898474666514,weighted_filtration,,4.0,0.8
10.5,0.02031039136302294,3.0,3.0,40,210,1,1,420.0,5094.0,168.17417711969384,86.26243339341904,9,48,995.9999999999999,8767.999999999998,746062.4401144714,170.41379720895335,30,67,576.0,3289.9999999999995,41984.33241004536,117.89610566291022,weighted_filtration,,4.0,0.9
12.05,0.018657219973009447,3.0,3.0,40,241,1,1,481.99999999999994,6597.999999999998,143.5844055621447,92.02466261334581,0,36,1346.0000000000002,12740.000000000002,257821.10085104263,279.5946354693635,70,117,863.9999999999999,5501.999999999998,72551.34435681638,177.45395758991364,weighted_filtration,,4.0,1.0
